razon_social,establecimiento,producto
COMPAÑIA DE TIERRAS SUD ARGENTINO SA,ESTANCIA PILCANIYEU Y SAN PEDRO,GANADERIA BOVINA
LOZANO S.R.L.,DON ADOLFO,MANZANAS Y PERAS
DE MI CAMPO S.A.,FINCA EL ENCUENTRO, TOMATE
DON DANIEL DE  ABELARDO E. LEIVA Y GRACIELA S. CANTO,25 DE MAYO,VID
RIBAYA EDUARDO SANTIAGO,EL TRIUNFO - SECCION JUANITA, CAPONES
LOS ALTOS S.A.,ROSA,LIMON
ESTANCIA MARIA BEHETY S.A.,MARIA BEHETY, NOVILLOS
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL,AZUCAR INTEGRAL DE CAÑA
CONOSUR FOODS ARGENTINA SRL,ROBLEDO, POROTO
DIAZ RAFAEL JAVIER,EL CHILCAL, INCULTO
JAKIMZUK  PEDRO MARCOS,IFAI - LOTE 195,CAÑA DE AZUCAR
BIO AGRICULTORES S.A.,ESTANCIA EL LEONCITO, CAMPO NATURAL
GOMEZ PEDRO VICENTE,GRANJA TIA NORA, MANDARINA
FUHRMANN S.A,SARAI, BORREGAS
"BARTUSCH, RODOLFO",Nº 205 Y Nº 206, CIRUELA
"MARTIN, OSCAR ALFREDO",EL LUPULAR ORGANICS FARM, DAMASCO
"STANGAFERRO, SERGIO",CHACRA 82-S, PERA
GARELY S.A.,FINCA LAS PAVAS,CAÑA DE AZUCAR
SAVOINI MARIO ANTONIO,FINCA SAVOINI,UVAS PARA VINIFICAR
KINGBERRY S.A.,FINCA COCHAMOLLES, INCULTO
HIGH DOOR S.A.,HIGH DOOR S.A.,AZUCAR DE CAÑA
LOVINAC S.A.,TRES MARIAS, TERNERAS
INTERRUPCION S.A.,SECCION SEGUNDA, MANZANA
MAMINA SRL,ESTABLECIMIENTO MAMINA, AVELLANO
PARRA SA,CUARTEL 24 (EX PARRA SA), CIRUELA
ALPA TRADE S.R.L.,ALPA TRADE S.R.L.,CHIA (SALVIA HISPANICA L)
VILLAR JUAN JOSE,FINCA DOÑA CARMEN, VID
OLIVARES DE DON IGNACIO S.A.,LA LIBERTAD, OLIVOS
BERRIES DEL ACONQUIJA SA.,FINCA LOMA LINDA,ARANDANO
TIRACHINI ALEJANDRO HECTOR,LA CHAIRA-LA JUANITA-LA PORTEÑA, BORREGAS
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, MAIZ PISINGALLO
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL,  ACEITUNAS VERDES
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, TE NEGRO (SAQUITOS
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, REBOZADOR
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., AJEDREA
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., MELISA
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., OREGANO
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., TOMILLO
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., YERBA MATE
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., LAVANDIN
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., MEZCLA DE HIERBAS PARA INFUSION
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., HISOPO
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., CHIA
LUIS A. DUCRET Y CIA. S.A.,LUIS A. DUCRET Y CIA. S.A.,SORGO
LUIS A. DUCRET Y CIA. S.A.,LUIS A. DUCRET Y CIA. S.A., MAIZ
LUIS A. DUCRET Y CIA. S.A.,LUIS A. DUCRET Y CIA. S.A., COLZA CANOLA
LUIS A. DUCRET Y CIA. S.A.,LUIS A. DUCRET Y CIA. S.A., ACEITE DE SOJA
LUIS A. DUCRET Y CIA. S.A.,LUIS A. DUCRET Y CIA. S.A., ACEITE DE CARTAMO
PACHAMAMA PRODUCTS SRL.,PACHAMAMA PRODUCTS SRL.,CHIA (SALVIA HISPANICA L.)
PACHAMAMA PRODUCTS SRL.,PACHAMAMA PRODUCTS SRL., SESAMO
PETROAGRO S.A.,PETROAGRO S.A.,MAIZ
PLANES CARLOS RODOLFO,PLANES CARLOS RODOLFO,TOFU
PROVIDENCE SA,PROVIDENCE SA,CEBADA
PUREST FIELDS SA,PUREST FIELDS SA,MIEL.
RIVARA S.A.,RIVARA S.A., SOJA
RIVARA S.A.,RIVARA S.A., GIRASOL
RIVARA S.A.,RIVARA S.A., CANOLA
RIVARA S.A.,RIVARA S.A., CEBADA
RIVARA SA,RIVARA SA,ACEITE DE SOJA
RIVARA SA,RIVARA SA, HOMINY GRITS
SUCESION DE HARALDO WITOMIR TOMYS,SUCESION DE HARALDO WITOMIR TOMYS, HARINAS
SUCESION DE HARALDO WITOMIR TOMYS,SUCESION DE HARALDO WITOMIR TOMYS, ACEITES
UNIVERSAL GRAIN ARGENTINA S.A.,UNIVERSAL GRAIN ARGENTINA S.A.,LINO
OLIVAS AL MUNDO S.A.,OLIVAS AL MUNDO S.A.,ACEITE ESENCIAL DE GERANIO
OLIVAS AL MUNDO S.A.,OLIVAS AL MUNDO S.A., ACEITE ESENCIAL DE OREGANO
OLIVAS AL MUNDO S.A.,OLIVAS AL MUNDO S.A., ACEITE ESENCIAL DE LEMONGRASS
CAMPOMANI S.A.,CAMPOMANI S.A.,MANI.
LA MECO S.R.L,LA MECO S.R.L,ESPARRAGOS
"LORENZATI, RUETSCH Y CIA - LR&C SA","LORENZATI, RUETSCH Y CIA - LR&C SA",MANI.
NUTRIN S.A.,NUTRIN S.A.,MANI
NUTRIN S.A.,NUTRIN S.A., MANI FRITO SALADO
NUTRIN S.A.,NUTRIN S.A., MANI TOSTADO
PRONUT S.R.L.,PRONUT S.R.L., ACEITE DE SOJA
PRONUT S.R.L.,PRONUT S.R.L., ACEITE DE MANI
SARDI JOSE LUIS,SARDI JOSE LUIS,MIEL
SARDI JOSE LUIS,SARDI JOSE LUIS, CERA
HIERBAS PATAGONICAS SRL,HIERBAS PATAGONICAS SRL,ACEITE DE PARAMELA
SORIANO SACIFIA Y DE M,SORIANO SACIFIA Y DE M,EXTRACTO DE ALGAS LIOFILIZADO
UNILAN TRELEW S.A.,UNILAN TRELEW S.A.,LANA SUCIA
ECA  SA,ECA  SA,JUGO CONCENTRADO CONGELADO DE LIMON
ECA  SA,ECA  SA, JUGO CONCENTRADO CONGELADO DE MANDARINA
ECA  SA,ECA  SA, JUGO CONCENTRADO CONGELADO DE NARANJA
ECA  SA,ECA  SA, JUGO CONCENTRADO CONGELADO DE POMELO
ECA  SA,ECA  SA, JUGO PASTEURIZADO CONGELADO DE MANDARINA
ECA  SA,ECA  SA, JUGO PASTEURIZADO CONGELADO DE NARANJA
ECA  SA,ECA  SA, ACEITE ESENCIAL DE MANDARINA
ECA  SA,ECA  SA, FASE OLEOSA DE MANDARINA
ECA  SA,ECA  SA, FASE OLEOSA DE NARANJA
ECA  SA,ECA  SA, FASE OLEOSA DE POMELO
MAGNO S.A.,MAGNO S.A.,CHIA
MAGNO S.A.,MAGNO S.A., ARROZ Y SORGO
STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS,MANDARINA
STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS, CIRUELA
STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS, AJO
STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS, POMELO
STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS, SANDIA
STIVANELLO JUAN CARLOS,STIVANELLO JUAN CARLOS, ZAPALLO
INGENIO LA ESPERANZA S.A.,INGENIO LA ESPERANZA S.A.,AZUCAR DE CAÑA
LOGISTICAS INTEGRALES S.A.,LOGISTICAS INTEGRALES S.A.,CHIA
CLEAN INVESTMENT SA,CLEAN INVESTMENT SA, ACEITE DE JOJOBA
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,ACEITE DE OLIVA
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,VINO
COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA.,COOPERATIVA VITIVINIFRUTICOLA  LA RIOJANA LTDA., ACEITE DE OLIVA
FUERTE DEL BAÑADO S.A.,FUERTE DEL BAÑADO S.A.,ACEITE DE JOJOBA
GSP EMPRENDIMIENTOS AGROPECUARIOS SA,GSP EMPRENDIMIENTOS AGROPECUARIOS SA, ACEITE DE CHIA
L.I.R.A. S.A.,L.I.R.A. S.A.,PASAS DE UVA
L.I.R.A. S.A.,L.I.R.A. S.A.,UVA PASA
AVA S.A.,AVA S.A.,PULPA DE PERA
AVA S.A.,AVA S.A., PULPA CONCENTRADA DE MANZANA
AVA S.A.,AVA S.A., PULPA DE DURAZNO
AVA S.A.,AVA S.A., PULPA CONCENTRADA DE DURAZNO
AVA S.A.,AVA S.A., PULPA DE ZAPALLO
AVA S.A.,AVA S.A., PULPA DE ZANAHORIA
AVA S.A.,AVA S.A., PURE DE PERA
AVA S.A.,AVA S.A., PURE DE DURAZNO
AVA S.A.,AVA S.A., PURE DE DAMASCO
AVA S.A.,AVA S.A., PURE DE DAMASCO CONCENTRADO
AVA S.A.,AVA S.A., PURE DE ZANAHORIA
AVA S.A.,AVA S.A., PURE DE BATATA
BAMENEX S.A.,BAMENEX S.A.,AJO
BAMENEX S.A.,BAMENEX S.A.,AJO NEGRO
BODEGAS Y VIÑEDOS V.O.B. S.A.,BODEGAS Y VIÑEDOS V.O.B. S.A.,VINO
CHIMENO RUBEN W,CHIMENO RUBEN W,CIRUELAS SECAS
DOMAINE JEAN BOUSQUET  S.A.,DOMAINE JEAN BOUSQUET  S.A.,VINO
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PULPA DE MANZANA
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PULPA DE DAMASCO
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PURE DE BATATA
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PULPA DE ZANAHORIA
EMPRESA COMERCIAL EXPORTADORA S.A.,EMPRESA COMERCIAL EXPORTADORA S.A.,VINO
FENIX S.A.,FENIX S.A.,PURE DE MANZANA
FENIX S.A.,FENIX S.A., PURE DE PERA CONCENTRADO
FENIX S.A.,FENIX S.A., PURE DE DAMASCO
FENIX S.A.,FENIX S.A., PURE DE DAMASCO CONCENTRADO
FENIX S.A.,FENIX S.A., PURE DE CIRUELA CONCENTRADO 
JUGOS AUSTRALES S.A.,JUGOS AUSTRALES S.A.,JUGO DE UVA
LLIHUE S.A.,LLIHUE S.A.,VINO
MENDOZA VINEYARDS S.A.,MENDOZA VINEYARDS S.A.,VINO
NUEZ DE ACONCAGUA S.A.,NUEZ DE ACONCAGUA S.A.,NUEZ
OLIVARES DE DON IGNACIO S.A.,OLIVARES DE DON IGNACIO S.A.,ACEITE DE OLIVA
ROLLAND WINES AND CONSULTING S.A.,ROLLAND WINES AND CONSULTING S.A.,VINO
S.A. BODEGA ENRIQUE VOLLMER - UCO VALLEY,S.A. BODEGA ENRIQUE VOLLMER - UCO VALLEY,VINO
VILLA ATUEL S.A.,VILLA ATUEL S.A.,ACEITE DE OLIVA
VINECOL S.A.,VINECOL S.A.,VINO
VIÑAS ARGENTINAS SA,VIÑAS ARGENTINAS SA,JUGO DE UVA CONCENTRADO BLANCO
VITTORI ROBERTO Y VERONICA S.H.,VITTORI ROBERTO Y VERONICA S.H., UVAS
PARK ANNA,PARK ANNA,YERBA MATE
"BARTUSCH, ERNESTO ","BARTUSCH, ERNESTO ", PERA Y MANZANA
COMPAÑIA GENERAL DE FRUTAS S.A.,COMPAÑIA GENERAL DE FRUTAS S.A.,MANZANAS Y PERAS
COOPERATIVA FRUTICOLA DE NEUQUEN LTDA.,COOPERATIVA FRUTICOLA DE NEUQUEN LTDA., MANZANA
FRUTICULTORES UNIDOS CENTENARIO SRL,FRUTICULTORES UNIDOS CENTENARIO SRL,PERA
FRUTICULTORES UNIDOS CENTENARIO SRL,FRUTICULTORES UNIDOS CENTENARIO SRL, MANZANA
JUGOS DEL SUR S.A.,JUGOS DEL SUR S.A.,AROMAS DE  MANZANA
JUGOS DEL SUR S.A.,JUGOS DEL SUR S.A., JUGO CONCENTRADO DE MANZANA
JUGOS DEL SUR S.A.,JUGOS DEL SUR S.A., JUGO CONCENTRADO DE PERA
LA DELICIOSA S.A.,LA DELICIOSA S.A., DURAZNO
FLORES NORPATAGONICAS S.R.L.,FLORES NORPATAGONICAS S.R.L.,ELAB ACEITE ROSA MOSQUETA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,ZAPALLO
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I., PERA
FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I.,FRUTICULTORES EMPACADORES DE GENERAL ROCA S.A.C.I.A.E I., NECTARINAS 
FRUTICULTORES UNIDOS CENTENARIO SRL,FRUTICULTORES UNIDOS CENTENARIO SRL,MANZANA
FRUTICULTORES UNIDOS CENTENARIO SRL,FRUTICULTORES UNIDOS CENTENARIO SRL, DURAZNO
FRUTICULTORES UNIDOS CENTENARIO SRL,FRUTICULTORES UNIDOS CENTENARIO SRL, NECTARINAS
"GREGORIO, NUMO Y NOEL WERTHEIN SA ","GREGORIO, NUMO Y NOEL WERTHEIN SA ",PULPA Y JUGO DE MANZANA Y  MANZANA DESHIDRATADA
JUGOS SA,JUGOS SA, MANZANA
JUGOS SA,JUGOS SA,JUGO CONCENTRADO DE PERA Y MANZANA
LA CONQUISTA SRL,LA CONQUISTA SRL,PERAS Y MANZANAS
LAMPERTI HNOS S.R.L.,LAMPERTI HNOS S.R.L.,PERA
ORGANICOS LM S.R.L.,ORGANICOS LM S.R.L.,MANZANAS Y PERAS
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA, MANZANA Y CIRUELA.
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA, MANZANA Y CIRUELA 
QUANTUM S.R.L.,QUANTUM S.R.L.,NUECES
BODEGAS NANNI S.A.,BODEGAS NANNI S.A.,VINO
DMC AGROINDUSTRIAL SRL,DMC AGROINDUSTRIAL SRL,CHIA (SALVIA HISPANICA L.)
GRUPO PEÑAFLOR SA,GRUPO PEÑAFLOR SA,VINO
PROSAL S.A.,PROSAL S.A.,AZUCAR DE CAÑA
PROSAL S.A.,PROSAL S.A., ALCOHOL
TECNO OIL S.R.L.,TECNO OIL S.R.L., SESAMO
"GARCIA, ANTONIO","GARCIA, ANTONIO", ZAPALLO
"MAS, MIGUEL (HUERTA ANAHATA)","MAS, MIGUEL (HUERTA ANAHATA)",VINO
ELABORADORES DE FRUTA S.A.,ELABORADORES DE FRUTA S.A.,PERAS CONGELADAS
LOPEZ GRACIELA M.,LOPEZ GRACIELA M., HORTICULTURA
LOPEZ GRACIELA M.,LOPEZ GRACIELA M., AROMATICAS Y MEDICINALES; DULCES
URIEN LOZA S.A.,URIEN LOZA S.A.,CORTES DE CARNE VACUNA ENFRIADA
URIEN LOZA S.A.,URIEN LOZA S.A., CORTES DE CARNE VACUNA CONGELADA
V Y V ALIMENTOS S.A.,V Y V ALIMENTOS S.A., JUGOS Y DULCES
V Y V ALIMENTOS S.A.,V Y V ALIMENTOS S.A., FRUTAS
V Y V ALIMENTOS S.A.,V Y V ALIMENTOS S.A., PULPAS Y PASAS
CITROMAX SACI,CITROMAX SACI, ARANDANO CONGELADO
FINCAZUL S.A.,FINCAZUL S.A.,ARANDANO
GREEN PACK S.A.,GREEN PACK S.A.,ARANDANO
GREEN PACK S.A.,GREEN PACK S.A., FRAMBUESA CONGELADA
GREEN PACK S.A.,GREEN PACK S.A., MORAS CONGELADAS
INVERSIONES MARAPA SRL,INVERSIONES MARAPA SRL,ARANDANO
JUAN SIGSTAD S.R.L.,JUAN SIGSTAD S.R.L.,LIMON
KINGBERRY S.A.,KINGBERRY S.A., ARANDANO CONGELADO
MULTIFRUT S.R.L.,MULTIFRUT S.R.L.,CHIA (SALVIA HISPANICA L)
MULTIFRUT S.R.L.,MULTIFRUT S.R.L., GARBANZO
TIERRA DE ARANDANOS SRL.,TIERRA DE ARANDANOS SRL.,ARANDANO
VALDES S.R.L.,VALDES S.R.L.,MEJILLON
CHARGEURS WOOL ARGENTINA S.A.,CHARGEURS WOOL ARGENTINA S.A.,LANA LAVADA
CHARGEURS WOOL ARGENTINA S.A.,CHARGEURS WOOL ARGENTINA S.A., TOPS DE LANA
DANIEL ORLANDO BAZAN RICHIBUT,DANIEL ORLANDO BAZAN RICHIBUT,MIEL
EMECINCO SA,EMECINCO SA,CHIA (SALVIA HISPANICA L.)
ESTABLEC. TEXTILES ITUZAINGO S.A.C.F.I.,ESTABLEC. TEXTILES ITUZAINGO S.A.C.F.I.,LANA LAVADA
ESTABLEC. TEXTILES ITUZAINGO S.A.C.F.I.,ESTABLEC. TEXTILES ITUZAINGO S.A.C.F.I., LANA SUCIA
ESTABLEC. TEXTILES ITUZAINGO S.A.C.F.I.,ESTABLEC. TEXTILES ITUZAINGO S.A.C.F.I., TOPS DE LANA
FLOTOM SRL,FLOTOM SRL,CEREALES
FLOTOM SRL,FLOTOM SRL, OLEAGINOSAS Y OTROS PRODUCTOS ORGANICOS.
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PURE DE ZANAHORIA
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PULPA CONCENTRADA DE DAMASCO
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PURE DE MANZANA CONCENTRADO
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PERA
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., CIRUELA
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., DAMASCO
ECO HOLDING S.R.L.,ECO HOLDING S.R.L., PULPA CONCENTRADA DE MANZANA
ONSIBON S.A.,ONSIBON S.A.,ACEITE DE LIMPIEZA
ONSIBON S.A.,ONSIBON S.A., EMULSION CORPORAL NUTRITIVA
ONSIBON S.A.,ONSIBON S.A., CREMA FACIAL ANTIAGE
ONSIBON S.A.,ONSIBON S.A., CREMA FACIAL NOCTURNA NUTRITIVA
ONSIBON S.A.,ONSIBON S.A., SERUM CONTORNO DE OJOS
ONSIBON S.A.,ONSIBON S.A., TONICO FACIAL
PAMPA STORE S.A.,PAMPA STORE S.A.,AJO
PHOENICIAN TRADING S.A.,PHOENICIAN TRADING S.A.,TE
SONY ARGENTINA S.A.,SONY ARGENTINA S.A., PERA
SONY ARGENTINA S.A.,SONY ARGENTINA S.A., ARANDANO
TREVISUR SA,TREVISUR SA,PERA
TREVISUR SA,TREVISUR SA, MANZANA
AGRICOLA EL HORIZONTE SA,AGRICOLA EL HORIZONTE SA, OLEAGINOSAS Y OTROS PRODUCTOS ORGANICOS.
BIOMAC S.R.L.,BIOMAC S.R.L.,FRUTILLA CONGELADA
BIOMAC S.R.L.,BIOMAC S.R.L., ESPARRAGO CONGELADOS
D SOLANS Y OTROS SA,D SOLANS Y OTROS SA,CIRUELA DESHIDRATADA
EARLY CROP S.A.,EARLY CROP S.A., ARANDANO CONGELADO
HORTIFRUT EXPOFRESH S.A.,HORTIFRUT EXPOFRESH S.A., ARANDANO CONGELADO
INC S.A.,INC S.A.,PASAS DE  UVA
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL,YERBA MATE SUAVE
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, YERBA MATE CON PALO
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, YERBA MATE FUERTE
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, TE VERDE EN SAQUITOS
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, TE VERDE EN HEBRAS
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, TE NEGRO EN HEBRAS
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, AZUCAR INTEGRAL DE CAÑA
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, MIX PARA PREPARAR MILANESAS DE SOJA
LA ESQUINA DE LAS FLORES SRL,LA ESQUINA DE LAS FLORES SRL, ACEITUNAS VERDES
SECOMEX SRL,SECOMEX SRL,PRODUCTOS ORGANICOS DE ORIGEN ANIMAL Y VEGETAL.
SOYAPAMPA SA,SOYAPAMPA SA,CEREALES
SOYAPAMPA SA,SOYAPAMPA SA, OLEAGINOSAS Y OTROS PRODUCTOS ORGANICOS.
CONOSUR FOODS ARGENTINA S.A.,CONOSUR FOODS ARGENTINA S.A.,COMERCIALIZACION DE CEREALES Y OLEAGINOSAS
JL SA,JL SA,MANI
LORENZATI RUETSCH Y CIA. S.A.,LORENZATI RUETSCH Y CIA. S.A., MANI FRITO SALADO
LORENZATI RUETSCH Y CIA. S.A.,LORENZATI RUETSCH Y CIA. S.A., ACEITE DE MANI
LORENZATI RUETSCH Y CIA. S.A.,LORENZATI RUETSCH Y CIA. S.A., HARINA DE MANI
NUTRIN SA,NUTRIN SA,MANI
PRONUT SRL,PRONUT SRL,MANI Y SOJA
LEMPRIERE S.A.,LEMPRIERE S.A., LANA PEINADA
NEOFARMS S.R.L.,NEOFARMS S.R.L.,ARROZ INTEGRAL
NEOFARMS S.R.L.,NEOFARMS S.R.L., PULIDO
NEOFARMS S.R.L.,NEOFARMS S.R.L., SORGO
NEOFARMS S.R.L.,NEOFARMS S.R.L., AZUCAR Y CENTENO
AGRO RUGGERI S.A.,AGRO RUGGERI S.A., ZAPALLO
BIOFRATER SA,BIOFRATER SA,ACEITE DE OLIVA
VIÑAS DE LUJAN S.R.L.,VIÑAS DE LUJAN S.R.L.,VINO
AGRO ROCA SA,AGRO ROCA SA,JUGO CONCENTRADO Y PURE DE PERA
ALQUIMIA ARGENTINA SH,ALQUIMIA ARGENTINA SH,CEREALES Y OLEAGINOSAS
AGRO ALLIUM SA,AGRO ALLIUM SA,AJO
TRADING SUR S.A.,TRADING SUR S.A.,CEREALES Y OLEAGINOSAS
DUCK BABY S.R.L.,DUCK BABY S.R.L.,CHIA (SALVIA HISPANICA L.)
RIVARA S.A.,RIVARA S.A., MAIZ
UTE BV S.A.,UTE BV S.A.,JUGO CONCENTRADO CONGELADO DE NARANJA
UTE BV S.A.,UTE BV S.A., JUGO CONCENTRADO CONGELADO DE MANDARINA
UTE BV S.A.,UTE BV S.A., JUGO CONCENTRADO CONGELADO DE POMELO
UTE BV S.A.,UTE BV S.A., JUGO PASTEURIZADO CONGELADO DE NARANJA
UTE BV S.A.,UTE BV S.A., JUGO PASTEURIZADO CONGELADO DE MANDARINA
UTE BV S.A.,UTE BV S.A., ACEITE ESENCIAL DE NARANJA
UTE BV S.A.,UTE BV S.A., ACEITE ESENCIAL DE MANDARINA
UTE BV S.A.,UTE BV S.A., ACEITE ESENCIAL DE POMELO
UTE BV S.A.,UTE BV S.A., ACEITE ESENCIAL DE LIMON
BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H.,BOTTEGAL JUAN ANGEL Y BOTTEGAL JULIO CESAR S.H.,MIEL
ESTABLECIMIENTOS VITIVINICOLAS ESCORIHUELA S.A.,ESTABLECIMIENTOS VITIVINICOLAS ESCORIHUELA S.A.,VINO
PEDRO Y JORGE CECCHIN S.R.L.,PEDRO Y JORGE CECCHIN S.R.L.,VINO
SENAREGA NELSON MARIO,SENAREGA NELSON MARIO,CIRUELA DESECADA
SONIA Y LILIANA FERRO S.H.,SONIA Y LILIANA FERRO S.H.,CIRUELAS DESECADAS
LA DELICIOSA S.A.,LA DELICIOSA S.A.,CEREZAS
PATAGONIAN FRUITS TRADE SA,PATAGONIAN FRUITS TRADE SA, DURAZNO
PRIMERA COOPERATIVA FRUTICOLA DE GENERAL ROCA LTDA.,PRIMERA COOPERATIVA FRUTICOLA DE GENERAL ROCA LTDA.,PERA
CONEXPORT S.A. (CONSORCIO EXPORTADOR),CONEXPORT S.A. (CONSORCIO EXPORTADOR),JUGO CONCENTRADO DE UVA
PEREZ RAUL ARIEL,PEREZ RAUL ARIEL,MIEL + EXTRACCION Y FRACCIONAMIENTO DE MIEL
IMPORTADORA DEL CARMEN S.A.,IMPORTADORA DEL CARMEN S.A.,CHIA (SALVIA HISPANICA L.)
ARGENTBIO S.R.L.,ARGENTBIO S.R.L., CHIA (SALVIA HISPANICA L)
ARGENTBIO S.R.L.,ARGENTBIO S.R.L., AJO NEGRO
ARGENTBIO S.R.L.,ARGENTBIO S.R.L., CEREALES
BIO GRAINS SA,BIO GRAINS SA,TORTA DE SOJA
BIO GRAINS SA,BIO GRAINS SA,  ACEITE DE GIRASOL
GOLONDRINA TRADING SRL,GOLONDRINA TRADING SRL,ARROZ
INTERRUPCION S.A.,INTERRUPCION S.A., CEREZA
KINGBERRY S.A.,KINGBERRY S.A., ARANDANO
LABORATORIO ELEA S.A.C.I.F Y A.,LABORATORIO ELEA S.A.C.I.F Y A.,ACEITE DE JOJOBA
LARTIRIGOYEN Y CIA S.A.,LARTIRIGOYEN Y CIA S.A.,CHIA (SALVIA HISPANICA L.)
MOÑO AZUL SACYA,MOÑO AZUL SACYA, MANZANA
ARECO SEMILLAS S.A.,ARECO SEMILLAS S.A.,EXPELLER DE GIRASOL
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., HIERBAS AROMATICAS
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., ESTRAGON FRANCES
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., ROSA MOSQUETA
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., MIJO
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., MEZCLA PARA PESCADOS
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., NARANJA AMARGA - (HOJA
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., NARANJA DULCE (CASCARA Y FLOR)
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., POMELO (CASCARA Y SEMILLA)
LAVANDAS DE LAS SIERRAS S.R.L.,LAVANDAS DE LAS SIERRAS S.R.L., STEVIA
SOYAPAMPA S.A.,SOYAPAMPA S.A.,CEREALES Y OLEAGINOSAS
JL S.A.,JL S.A., MANI CONFITERIA
JL S.A.,JL S.A., HARINA DE MANI
LA MECO S.R.L,LA MECO S.R.L, VINO
LA MECO S.R.L,LA MECO S.R.L,  DULCE
COOP. AGRICOLA RUIZ DE MONTOYA LTDA.,COOP. AGRICOLA RUIZ DE MONTOYA LTDA., TE NEGRO
